shot_end_x,shot_end_y,shot_speed,shot_distance,gk_x,gk_y,gk_dive_distance,ball_travel_time,gk_reach_time,reaction_time,dist_from_center,dist_from_left_post,dist_from_right_post,dist_from_crossbar,dist_from_ground,zone,psxg,is_goal
3.718,0.459,92.5,21.2,4.694,0.5,0.977,0.8689,0.0566,0.1654,0.763,3.718,3.602,1.981,0.459,LOW_C,0.05,0
5.208,0.377,65.4,25.1,4.387,0.0,0.904,1.4523,0.0493,0.1318,1.763,5.208,2.112,2.063,0.377,LOW_R,0.335,0
4.201,0.809,69.2,19.6,3.439,0.0,1.111,1.0733,0.0028,0.1432,0.679,4.201,3.119,1.631,0.809,LOW_C,0.05,0
1.466,0.43,86.7,8.5,3.612,0.0,2.189,0.3718,0.3491,0.1076,2.332,1.466,5.854,2.01,0.43,LOW_L,0.8875,1
4.253,0.966,117.3,25.4,3.06,0.0,1.535,0.8202,0.1107,0.1058,0.645,4.253,3.067,1.474,0.966,MID_C,0.05,0
2.503,0.727,64.5,8.8,4.28,0.0,1.919,0.5182,0.2566,0.1096,1.258,2.503,4.817,1.713,0.727,LOW_C,0.05,0
6.28,0.914,94.5,12.5,5.272,0.5,1.09,0.4996,0.0645,0.2274,2.638,6.28,1.04,1.526,0.914,MID_R,0.2875,0
0.605,0.242,95.1,9.1,4.531,0.3,3.925,0.3608,0.7938,0.0947,3.207,0.605,6.715,2.198,0.242,LOW_L,0.99,1
6.492,1.711,118.7,34.9,4.298,0.3,2.608,1.1141,0.3609,0.1367,2.874,6.492,0.828,0.729,1.711,TOP_R,0.2875,1
3.661,1.931,118.3,12.2,4.028,0.0,1.966,0.3919,0.05,0.113,0.711,3.661,3.659,0.509,1.931,TOP_C,0.05,0
2.534,0.764,72.6,14.3,4.994,0.0,2.575,0.748,0.4273,0.1096,1.215,2.534,4.786,1.676,0.764,LOW_C,0.05,0
1.823,0.382,54.8,7.9,4.786,0.0,2.988,0.5434,0.5532,0.1378,2.019,1.823,5.497,2.058,0.382,LOW_L,0.944,1
5.989,1.526,93.8,18.7,4.458,0.3,1.961,0.7555,0.1952,0.1694,2.349,5.989,1.331,0.914,1.526,MID_R,0.2875,1
5.063,1.825,99.4,35.7,5.865,0.0,1.994,1.3612,0.0131,0.08,1.528,5.063,2.257,0.615,1.825,TOP_R,0.05,0
1.479,0.618,67.8,10.2,4.927,0.0,3.502,0.5701,0.6743,0.1458,2.262,1.479,5.841,1.822,0.618,LOW_L,0.985,1
3.929,0.522,78.2,22.3,3.469,0.0,0.696,1.0807,0.05,0.0937,0.747,3.929,3.391,1.918,0.522,LOW_C,0.05,0
6.944,2.13,61.8,8.3,4.401,0.0,3.317,0.507,0.4483,0.2097,3.408,6.944,0.376,0.31,2.13,TOP_R,0.99,1
6.797,2.195,110.1,6.6,5.425,0.0,2.588,0.2257,0.1555,0.1506,3.285,6.797,0.523,0.245,2.195,TOP_R,0.94,1
0.963,0.301,83.4,9.1,2.25,0.0,1.322,0.4143,0.1343,0.1356,2.85,0.963,6.357,2.139,0.301,LOW_L,0.6,0
3.85,1.426,82.5,8.7,4.948,0.0,1.8,0.3973,0.0871,0.2454,0.28,3.85,3.47,1.014,1.426,MID_C,0.2,0
5.332,0.448,98.5,13.5,3.712,0.0,1.681,0.5193,0.2177,0.1537,1.842,5.332,1.988,1.992,0.448,LOW_R,0.2,0
5.351,0.123,88.4,11.4,4.75,0.0,0.613,0.4876,0.1506,0.132,2.015,5.351,1.969,2.317,0.123,LOW_R,0.335,0
3.011,0.995,90.9,8.0,5.376,0.3,2.465,0.3354,0.4038,0.1346,0.687,3.011,4.309,1.445,0.995,MID_C,0.98,1
6.846,2.39,71.4,10.5,4.804,0.3,2.922,0.5582,0.323,0.159,3.394,6.846,0.474,0.05,2.39,TOP_R,0.68,0
1.051,2.072,83.3,9.8,5.636,0.3,4.916,0.4462,0.9588,0.0811,2.745,1.051,6.269,0.368,2.072,TOP_L,0.99,1
0.73,0.144,121.6,9.2,4.168,0.0,3.44,0.2865,0.739,0.1741,3.121,0.73,6.59,2.296,0.144,LOW_L,0.99,1
2.724,2.31,110.2,23.4,3.615,0.0,2.476,0.8059,0.0351,0.2378,1.437,2.724,4.596,0.13,2.31,TOP_C,0.43,0
4.068,0.51,82.0,6.6,1.708,0.0,2.414,0.305,0.4024,0.2248,0.819,4.068,3.252,1.93,0.51,LOW_C,0.98,1
2.279,0.207,69.5,28.3,3.87,0.0,1.604,1.5421,0.2101,0.1656,1.713,2.279,5.041,2.233,0.207,LOW_L,0.335,0
4.414,0.986,61.2,10.1,3.199,0.0,1.565,0.6279,0.1163,0.1976,0.79,4.414,2.906,1.454,0.986,MID_C,0.05,0
0.559,0.423,56.2,7.9,1.788,0.0,1.3,0.5325,0.1198,0.1193,3.202,0.559,6.761,2.017,0.423,LOW_L,0.2875,0
4.161,1.543,77.7,12.5,4.524,0.5,1.104,0.6098,0.05,0.1244,0.597,4.161,3.159,0.897,1.543,MID_C,0.05,0
6.267,2.171,67.5,6.9,3.957,0.0,3.17,0.385,0.39,0.08,2.775,6.267,1.053,0.269,2.171,TOP_R,0.94,1
2.738,1.631,68.0,10.9,2.33,0.0,1.681,0.6094,0.05,0.1498,1.009,2.738,4.582,0.809,1.631,TOP_C,0.05,0
0.657,2.3,92.2,21.2,3.268,0.0,3.48,0.8717,0.4652,0.2739,3.192,0.657,6.663,0.14,2.3,TOP_L,0.68,1
5.28,1.246,58.1,9.6,3.935,0.5,1.538,0.6265,0.1488,0.1359,1.621,5.28,2.04,1.194,1.246,MID_R,0.05,0
4.892,0.508,87.1,16.6,3.149,0.0,1.815,0.7206,0.2482,0.2032,1.423,4.892,2.428,1.932,0.508,LOW_R,0.05,0
1.553,1.509,102.5,23.6,3.691,0.0,2.616,0.8746,0.3468,0.2321,2.126,1.553,5.767,0.931,1.509,MID_L,0.05,0
1.898,0.52,81.8,15.4,4.778,0.5,2.88,0.7156,0.5324,0.1454,1.896,1.898,5.422,1.92,0.52,LOW_L,0.4,0
5.527,0.05,72.9,5.2,3.701,0.3,1.842,0.2683,0.2957,0.1728,2.203,5.527,1.793,2.39,0.05,LOW_R,0.986,1
6.763,0.366,69.7,9.4,4.777,0.5,1.991,0.5114,0.309,0.1838,3.218,6.763,0.557,2.074,0.366,LOW_R,0.7,1
1.237,0.05,59.5,18.0,3.074,0.3,1.854,1.149,0.2988,0.2056,2.691,1.237,6.083,2.39,0.05,LOW_L,0.335,1
1.501,0.851,99.9,5.9,4.248,0.0,2.875,0.2249,0.4991,0.1155,2.19,1.501,5.819,1.589,0.851,MID_L,0.98,1
1.617,1.305,66.9,20.5,3.839,0.0,2.576,1.1585,0.3679,0.1588,2.044,1.617,5.703,1.135,1.305,MID_L,0.05,1
1.751,1.334,74.0,7.8,3.644,0.5,2.068,0.3991,0.2857,0.1816,1.912,1.751,5.569,1.106,1.334,MID_L,0.85,1
7.072,0.212,94.6,14.3,3.715,0.0,3.363,0.5735,0.6517,0.1992,3.558,7.072,0.248,2.228,0.212,LOW_R,0.99,1
2.403,0.382,92.6,11.7,3.265,0.0,0.943,0.4804,0.0473,0.0966,1.511,2.403,4.917,2.058,0.382,LOW_L,0.335,0
2.081,2.09,45.3,7.1,4.196,0.0,2.973,0.592,0.3412,0.2115,1.802,2.081,5.239,0.35,2.09,TOP_L,0.64,1
3.637,1.49,83.5,7.6,2.997,0.3,1.351,0.346,0.05,0.08,0.271,3.637,3.683,0.95,1.49,MID_C,0.05,0
0.883,0.975,60.0,5.3,4.635,0.0,3.876,0.3348,0.7504,0.2033,2.787,0.883,6.437,1.465,0.975,MID_L,0.985,1
1.456,1.386,103.7,11.9,2.992,0.0,2.069,0.4341,0.1964,0.1712,2.21,1.456,5.864,1.054,1.386,MID_L,0.4,0
4.081,1.524,56.4,9.0,3.496,0.0,1.632,0.6073,0.05,0.1365,0.519,4.081,3.239,0.916,1.524,MID_C,0.05,0
4.616,1.186,109.2,18.6,3.881,0.0,1.396,0.6436,0.05,0.1075,0.957,4.616,2.704,1.254,1.186,MID_C,0.05,0
1.028,0.363,78.4,18.5,3.708,0.0,2.705,0.8952,0.4826,0.08,2.768,1.028,6.292,2.077,0.363,LOW_L,0.335,0
4.484,0.537,98.9,30.8,3.833,0.0,0.843,1.18,0.05,0.1699,1.07,4.484,2.836,1.903,0.537,LOW_C,0.05,0
3.408,1.234,67.9,7.5,4.355,0.0,1.555,0.4193,0.0493,0.209,0.253,3.408,3.912,1.206,1.234,MID_C,0.05,0
6.776,2.097,84.6,21.2,3.986,0.0,3.49,0.9504,0.51,0.1984,3.236,6.776,0.544,0.343,2.097,TOP_R,0.62,0
6.916,0.273,57.5,8.4,3.483,0.0,3.444,0.5564,0.6707,0.08,3.391,6.916,0.404,2.167,0.273,LOW_R,0.99,1
5.761,1.284,90.9,18.5,2.355,0.3,3.545,0.7709,0.6641,0.1311,2.102,5.761,1.559,1.156,1.284,MID_R,0.65,1
3.149,1.619,113.4,30.3,3.514,0.0,1.66,1.0129,0.05,0.1033,0.649,3.149,4.171,0.821,1.619,MID_C,0.05,0
1.945,1.492,103.9,14.5,4.321,0.3,2.659,0.5286,0.4066,0.1187,1.737,1.945,5.375,0.948,1.492,MID_L,0.4,0
6.259,2.39,89.0,29.0,3.015,0.0,4.03,1.233,0.6237,0.1281,2.85,6.259,1.061,0.05,2.39,TOP_R,0.62,1
6.404,0.104,86.4,6.5,5.788,0.0,0.624,0.2843,0.1583,0.1412,2.962,6.404,0.916,2.336,0.104,LOW_R,0.825,1
6.395,2.108,64.7,36.4,4.242,0.0,3.013,2.1336,0.3506,0.1669,2.875,6.395,0.925,0.332,2.108,TOP_R,0.62,1
4.791,0.865,65.3,27.4,5.39,0.3,0.823,1.5893,0.05,0.1273,1.186,4.791,2.529,1.575,0.865,MID_C,0.05,0
1.196,1.83,80.9,9.5,4.129,0.3,3.308,0.4432,0.5458,0.1289,2.538,1.196,6.124,0.61,1.83,TOP_L,0.985,1
5.06,0.803,57.9,5.7,4.937,0.0,0.812,0.3736,0.05,0.0845,1.461,5.06,2.26,1.637,0.803,LOW_R,0.05,0
1.984,0.764,95.2,10.5,3.268,0.0,1.494,0.417,0.1335,0.1251,1.737,1.984,5.336,1.676,0.764,LOW_L,0.05,0
0.509,0.05,86.9,8.8,4.068,0.0,3.559,0.3845,0.7723,0.1512,3.361,0.509,6.811,2.39,0.05,LOW_L,0.99,1
3.563,1.59,49.6,25.3,3.529,0.3,1.29,1.938,0.05,0.1842,0.382,3.563,3.757,0.85,1.59,MID_C,0.05,0
0.254,0.303,63.4,16.6,2.798,0.3,2.544,0.9888,0.4484,0.2591,3.527,0.254,7.066,2.137,0.303,LOW_L,0.525,1
3.544,1.09,87.4,13.3,3.772,0.0,1.114,0.5785,0.05,0.1308,0.174,3.544,3.776,1.35,1.09,MID_C,0.05,0
2.036,0.293,98.2,16.4,3.591,0.0,1.582,0.6335,0.2012,0.1257,1.87,2.036,5.284,2.147,0.293,LOW_L,0.335,0
4.783,0.909,81.7,13.5,3.002,0.0,2.0,0.627,0.2578,0.1185,1.166,4.783,2.537,1.531,0.909,MID_C,0.05,0
6.493,0.602,52.5,10.1,6.022,0.3,0.56,0.7323,0.05,0.1583,2.9,6.493,0.827,1.838,0.602,LOW_R,0.2875,0
6.225,2.01,58.8,13.1,4.259,0.0,2.812,0.8455,0.3041,0.2219,2.684,6.225,1.095,0.43,2.01,TOP_R,0.62,1
1.631,1.498,86.0,6.8,3.093,0.5,1.77,0.3008,0.178,0.0855,2.048,1.631,5.689,0.942,1.498,MID_L,0.4,1
3.573,1.463,85.2,9.5,2.305,0.3,1.72,0.4241,0.1293,0.1552,0.258,3.573,3.747,0.977,1.463,MID_C,0.2,0
4.138,0.759,119.0,36.3,4.756,0.5,0.67,1.1562,0.05,0.2118,0.664,4.138,3.182,1.681,0.759,LOW_C,0.05,0
1.604,1.379,68.3,9.9,3.847,0.0,2.633,0.5486,0.3731,0.0902,2.062,1.604,5.716,1.061,1.379,MID_L,0.2,0
0.509,0.527,60.7,20.8,3.16,0.0,2.703,1.2986,0.4752,0.1795,3.226,0.509,6.811,1.913,0.527,LOW_L,0.2875,1
5.918,0.093,71.8,19.3,3.481,0.0,2.439,1.0196,0.464,0.2881,2.524,5.918,1.402,2.347,0.093,LOW_R,0.335,0
1.105,2.185,89.6,13.5,3.667,0.3,3.18,0.5701,0.4529,0.1005,2.731,1.105,6.215,0.255,2.185,TOP_L,0.76,1
5.683,0.608,60.3,7.0,3.688,0.0,2.086,0.44,0.3113,0.1395,2.114,5.683,1.637,1.832,0.608,LOW_R,0.65,1
0.921,2.39,53.8,7.9,3.018,0.0,3.179,0.555,0.3367,0.0931,2.978,0.921,6.399,0.05,2.39,TOP_L,0.68,1
1.068,0.637,75.0,13.7,3.025,0.0,2.058,0.6904,0.3017,0.1168,2.657,1.068,6.252,1.803,0.637,LOW_L,0.2875,0
5.648,1.821,74.7,8.9,4.687,0.5,1.634,0.4531,0.0528,0.1121,2.077,5.648,1.672,0.619,1.821,TOP_R,0.05,0
6.495,2.278,70.8,6.7,3.105,0.0,4.085,0.3578,0.6601,0.1739,3.026,6.495,0.825,0.162,2.278,TOP_R,0.99,1
5.802,0.926,83.2,11.8,1.839,0.0,4.07,0.5393,0.8033,0.1458,2.162,5.802,1.518,1.514,0.926,MID_R,0.98,1
6.721,2.242,125.8,15.2,4.235,0.0,3.347,0.4588,0.4339,0.1079,3.227,6.721,0.599,0.198,2.242,TOP_R,0.94,1
6.168,0.108,70.9,27.9,2.994,0.0,3.176,1.4932,0.6666,0.1416,2.744,6.168,1.152,2.332,0.108,LOW_R,0.335,0
6.41,2.176,44.9,16.0,4.614,0.3,2.597,1.3489,0.2615,0.1247,2.912,6.41,0.91,0.264,2.176,TOP_R,0.62,1
4.608,0.903,82.3,8.1,5.838,0.3,1.37,0.3718,0.12,0.1202,1.0,4.608,2.712,1.537,0.903,MID_C,0.2,1
1.507,1.174,69.3,20.9,4.644,0.3,3.256,1.1417,0.5967,0.2017,2.153,1.507,5.813,1.266,1.174,MID_L,0.05,0
6.194,2.077,55.9,5.1,4.91,0.0,2.442,0.3469,0.1336,0.1972,2.675,6.194,1.126,0.363,2.077,TOP_R,0.76,0
4.84,0.271,97.5,29.6,4.779,0.3,0.068,1.149,0.05,0.1326,1.514,4.84,2.48,2.169,0.271,LOW_C,0.335,1
6.668,1.805,65.8,29.8,4.33,0.0,2.954,1.7172,0.397,0.1649,3.064,6.668,0.652,0.635,1.805,TOP_R,0.2875,0
2.15,0.832,101.1,12.6,2.724,0.0,1.01,0.4728,0.05,0.1403,1.559,2.15,5.17,1.608,0.832,MID_L,0.05,0
3.515,0.05,71.4,25.3,3.436,0.0,0.094,1.3422,0.05,0.152,1.179,3.515,3.805,2.39,0.05,LOW_C,0.335,0
5.376,1.214,91.1,8.8,4.756,0.0,1.363,0.3641,0.05,0.1756,1.716,5.376,1.944,1.226,1.214,MID_R,0.2,1
1.853,1.364,64.5,6.7,3.269,0.3,1.771,0.395,0.1665,0.2257,1.813,1.853,5.467,1.076,1.364,MID_L,0.4,1
1.895,0.923,58.6,8.3,3.209,0.0,1.606,0.5377,0.141,0.1757,1.79,1.895,5.425,1.517,0.923,MID_L,0.05,1
0.986,0.73,101.8,11.5,2.215,0.0,1.429,0.4276,0.1196,0.1886,2.718,0.986,6.334,1.71,0.73,LOW_L,0.4,1
6.365,2.098,90.0,12.8,4.333,0.0,2.921,0.5375,0.3205,0.1583,2.844,6.365,0.955,0.342,2.098,TOP_R,0.68,0
7.148,0.474,93.1,13.6,2.389,0.0,4.783,0.5519,1.0023,0.1196,3.567,7.148,0.172,1.966,0.474,LOW_R,0.985,1
3.458,1.67,122.5,21.7,4.217,0.0,1.834,0.6701,0.0022,0.2152,0.493,3.458,3.862,0.77,1.67,TOP_C,0.05,0
6.325,0.05,60.3,18.6,3.193,0.3,3.142,1.1711,0.6551,0.128,2.91,6.325,0.995,2.39,0.05,LOW_R,0.525,1
0.729,1.171,102.2,11.2,2.139,0.0,1.833,0.416,0.1651,0.113,2.931,0.729,6.591,1.269,1.171,MID_L,0.4,1
5.919,0.947,112.2,8.9,4.504,0.0,1.703,0.3,0.1664,0.1659,2.275,5.919,1.401,1.493,0.947,MID_R,0.7375,1
6.18,2.39,96.7,9.7,4.378,0.0,2.994,0.381,0.2632,0.1278,2.778,6.18,1.14,0.05,2.39,TOP_R,0.86,1
3.536,0.415,72.1,7.4,4.189,0.0,0.773,0.3865,0.05,0.1491,0.814,3.536,3.784,2.025,0.415,LOW_C,0.05,0
3.504,0.159,102.5,15.3,3.414,0.0,0.183,0.5659,0.05,0.2068,1.072,3.504,3.816,2.281,0.159,LOW_C,0.335,1
5.148,1.845,94.4,17.6,3.128,0.0,2.736,0.7086,0.3176,0.1215,1.614,5.148,2.172,0.595,1.845,TOP_R,0.05,0
4.633,2.021,105.8,10.6,3.593,0.3,2.011,0.3783,0.0725,0.1746,1.26,4.633,2.687,0.419,2.021,TOP_C,0.52,1
2.838,0.813,60.0,33.3,3.288,0.3,0.682,2.1045,0.05,0.1281,0.918,2.838,4.482,1.627,0.813,LOW_C,0.05,0
6.159,0.591,49.4,21.0,4.009,0.0,2.229,1.6129,0.3499,0.1057,2.577,6.159,1.161,1.849,0.591,LOW_R,0.2875,0
3.805,0.187,64.9,10.5,3.475,0.3,0.349,0.6122,0.05,0.2408,1.043,3.805,3.515,2.253,0.187,LOW_C,0.335,1
1.507,2.21,64.1,24.2,1.995,0.0,2.263,1.4299,0.05,0.08,2.37,1.507,5.813,0.23,2.21,TOP_L,0.43,1
1.256,1.447,58.8,11.6,3.277,0.0,2.485,0.7447,0.3176,0.1081,2.414,1.256,6.064,0.993,1.447,MID_L,0.2875,0
5.337,1.019,78.3,17.2,3.077,0.0,2.479,0.8343,0.3774,0.2051,1.689,5.337,1.983,1.421,1.019,MID_R,0.05,0
4.144,0.593,87.0,5.5,4.66,0.0,0.786,0.2412,0.05,0.1507,0.793,4.144,3.176,1.847,0.593,LOW_C,0.4,0
3.319,0.835,130.0,10.6,3.774,0.0,0.951,0.31,0.05,0.08,0.514,3.319,4.001,1.605,0.835,MID_C,0.05,0
3.977,0.394,130.0,28.7,4.357,0.3,0.392,0.8369,0.05,0.1773,0.885,3.977,3.343,2.046,0.394,LOW_C,0.335,0
3.19,1.184,97.9,5.6,2.997,0.0,1.2,0.2161,0.05,0.1803,0.471,3.19,4.13,1.256,1.184,MID_C,0.65,0
3.28,1.084,96.3,8.3,3.615,0.3,0.852,0.3264,0.05,0.0997,0.404,3.28,4.04,1.356,1.084,MID_C,0.05,0
0.872,2.39,97.3,20.6,1.893,0.0,2.599,0.8039,0.0678,0.1132,3.024,0.872,6.448,0.05,2.39,TOP_L,0.62,1
1.753,0.838,92.3,10.0,2.876,0.0,1.401,0.4097,0.0931,0.1946,1.944,1.753,5.567,1.602,0.838,MID_L,0.2,0
2.485,1.396,93.7,8.7,2.886,0.0,1.453,0.3528,0.05,0.2049,1.188,2.485,4.835,1.044,1.396,MID_C,0.2,0
0.869,2.194,83.3,33.4,2.565,0.0,2.774,1.5186,0.2367,0.1669,2.956,0.869,6.451,0.246,2.194,TOP_L,0.62,1
3.201,0.899,71.6,6.9,3.328,0.3,0.612,0.3645,0.05,0.0854,0.56,3.201,4.119,1.541,0.899,MID_C,0.05,0
0.52,0.05,54.2,12.0,3.596,0.3,3.086,0.8417,0.6397,0.0863,3.35,0.52,6.8,2.39,0.05,LOW_L,0.6,1
6.821,1.163,53.8,10.4,4.583,0.3,2.398,0.7364,0.372,0.1108,3.161,6.821,0.499,1.277,1.163,MID_R,0.2875,0
2.046,0.358,85.5,14.3,3.681,0.0,1.674,0.6344,0.2213,0.1613,1.83,2.046,5.274,2.082,0.358,LOW_L,0.335,0
4.456,0.698,72.9,9.9,1.773,0.0,2.773,0.5157,0.4833,0.1269,0.952,4.456,2.864,1.742,0.698,LOW_C,0.85,1
1.317,1.217,123.7,6.7,3.709,0.0,2.683,0.2047,0.4104,0.134,2.343,1.317,6.003,1.223,1.217,MID_L,0.985,1
4.599,2.2,94.5,11.5,3.545,0.0,2.44,0.4604,0.0761,0.1128,1.357,4.599,2.721,0.24,2.2,TOP_C,0.43,1
4.323,1.823,81.9,15.1,3.675,0.5,1.474,0.6997,0.05,0.1975,0.897,4.323,2.997,0.617,1.823,TOP_C,0.05,0
5.524,1.186,69.9,23.6,4.187,0.0,1.787,1.2817,0.1468,0.1438,1.865,5.524,1.796,1.254,1.186,MID_R,0.05,0
3.974,0.455,65.2,26.4,4.732,0.5,0.759,1.5357,0.0179,0.2195,0.827,3.974,3.346,1.985,0.455,LOW_C,0.05,0
2.969,0.301,70.4,6.7,4.758,0.0,1.814,0.363,0.2598,0.2407,1.15,2.969,4.351,2.139,0.301,LOW_C,0.944,0
6.058,1.353,73.8,8.7,4.005,0.0,2.459,0.4452,0.3259,0.1657,2.402,6.058,1.262,1.087,1.353,MID_R,0.7375,1
2.365,0.81,88.9,40.0,3.508,0.0,1.401,1.7045,0.0981,0.1356,1.358,2.365,4.955,1.63,0.81,LOW_L,0.05,0
2.241,0.866,59.0,6.5,3.262,0.3,1.167,0.4184,0.0676,0.104,1.462,2.241,5.079,1.574,0.866,MID_L,0.05,1
5.936,0.976,79.7,36.8,4.4,0.0,1.819,1.7473,0.1963,0.1212,2.289,5.936,1.384,1.464,0.976,MID_R,0.2875,0
5.393,1.21,94.4,6.3,3.188,0.0,2.515,0.2515,0.3635,0.1738,1.733,5.393,1.927,1.23,1.21,MID_R,0.98,1
3.995,0.873,86.0,14.3,3.647,0.0,0.94,0.6284,0.05,0.1238,0.482,3.995,3.325,1.567,0.873,MID_C,0.05,0
4.775,2.039,60.2,37.6,2.129,0.0,3.341,2.3678,0.4742,0.1936,1.384,4.775,2.545,0.401,2.039,TOP_C,0.43,0
6.598,2.245,92.1,6.9,5.014,0.3,2.509,0.2837,0.2086,0.1355,3.112,6.598,0.722,0.195,2.245,TOP_R,0.94,0
2.928,0.47,73.6,9.9,4.425,0.3,1.506,0.5107,0.1867,0.1525,1.048,2.928,4.392,1.97,0.47,LOW_C,0.05,0
6.11,0.914,82.6,27.1,2.208,0.0,4.008,1.2428,0.7881,0.1402,2.469,6.11,1.21,1.526,0.914,MID_R,0.2875,0
3.557,0.899,48.4,21.4,3.447,0.5,0.414,1.6794,0.05,0.1167,0.337,3.557,3.763,1.541,0.899,MID_C,0.05,0
1.207,1.148,95.1,13.8,4.208,0.3,3.119,0.5497,0.5628,0.1433,2.454,1.207,6.113,1.292,1.148,MID_L,0.985,1
5.338,2.39,69.5,7.8,4.994,0.0,2.415,0.424,0.05,0.1302,2.046,5.338,1.982,0.05,2.39,TOP_R,0.43,1
3.528,0.228,80.6,19.6,3.352,0.0,0.288,0.9213,0.05,0.1099,1.001,3.528,3.792,2.212,0.228,LOW_C,0.335,1
1.137,1.46,76.2,7.2,2.774,0.3,2.007,0.3597,0.2218,0.08,2.535,1.137,6.183,0.98,1.46,MID_L,0.4,0
3.727,1.489,103.1,6.8,3.799,0.0,1.491,0.2493,0.05,0.1979,0.277,3.727,3.593,0.951,1.489,MID_C,0.4,1
5.886,1.886,78.9,5.5,3.006,0.0,3.442,0.2665,0.5324,0.08,2.324,5.886,1.434,0.554,1.886,TOP_R,0.985,1
1.202,0.906,78.3,15.6,2.738,0.0,1.783,0.7572,0.1965,0.1457,2.478,1.202,6.118,1.534,0.906,MID_L,0.2875,0
2.089,0.311,67.9,5.2,4.402,0.0,2.334,0.2886,0.3908,0.1476,1.815,2.089,5.231,2.129,0.311,LOW_L,0.986,1
1.806,1.862,102.1,12.4,4.344,0.0,3.147,0.4617,0.4469,0.1374,1.962,1.806,5.514,0.578,1.862,TOP_L,0.92,1
7.095,0.965,71.5,23.6,4.104,0.0,3.143,1.2508,0.5603,0.215,3.445,7.095,0.225,1.475,0.965,MID_R,0.2875,0
5.811,1.786,93.4,8.2,3.541,0.5,2.609,0.3308,0.3799,0.1697,2.224,5.811,1.509,0.654,1.786,TOP_R,0.98,1
5.431,0.584,87.5,38.5,4.713,0.0,0.926,1.6687,0.05,0.1551,1.881,5.431,1.889,1.856,0.584,LOW_R,0.05,0
3.438,0.45,67.6,7.6,4.737,0.0,1.375,0.4279,0.1374,0.0801,0.801,3.438,3.882,1.99,0.45,LOW_C,0.05,0
6.154,0.956,66.9,9.9,4.375,0.3,1.896,0.5619,0.2573,0.1219,2.508,6.154,1.166,1.484,0.956,MID_R,0.2875,0
3.058,0.81,98.0,5.4,2.155,0.0,1.214,0.209,0.0385,0.0901,0.728,3.058,4.262,1.63,0.81,LOW_C,0.2,0
5.218,0.502,88.9,10.9,3.88,0.0,1.429,0.4638,0.147,0.1444,1.716,5.218,2.102,1.938,0.502,LOW_R,0.05,0
6.649,1.221,70.7,17.3,2.982,0.0,3.865,0.9265,0.7292,0.1005,2.989,6.649,0.671,1.219,1.221,MID_R,0.4,1
3.212,0.829,91.0,22.8,3.68,0.3,0.706,0.9493,0.05,0.0892,0.595,3.212,4.108,1.611,0.829,MID_C,0.05,0
0.656,0.485,56.2,14.4,2.637,0.0,2.039,0.9714,0.3077,0.1751,3.092,0.656,6.664,1.955,0.485,LOW_L,0.2875,0
6.658,0.05,120.4,19.0,3.957,0.3,2.713,0.5973,0.5368,0.1802,3.219,6.658,0.662,2.39,0.05,LOW_R,0.96,1
2.237,0.05,90.6,14.0,0.731,0.0,1.507,0.5851,0.208,0.1621,1.842,2.237,5.083,2.39,0.05,LOW_L,0.335,0
6.339,0.407,105.5,9.6,3.487,0.5,2.854,0.3454,0.5256,0.1379,2.8,6.339,0.981,2.033,0.407,LOW_R,0.985,1
6.121,1.51,93.1,26.4,2.887,0.0,3.569,1.0742,0.6209,0.2166,2.478,6.121,1.199,0.93,1.51,MID_R,0.2875,0
6.276,0.326,98.2,16.9,4.673,0.5,1.612,0.6528,0.2132,0.1874,2.764,6.276,1.044,2.114,0.326,LOW_R,0.335,0
1.815,1.169,102.3,7.0,3.97,0.0,2.452,0.2597,0.3512,0.1253,1.845,1.815,5.505,1.271,1.169,MID_L,0.98,1
2.204,1.695,120.6,12.3,4.858,0.0,3.149,0.3875,0.476,0.2031,1.531,2.204,5.116,0.745,1.695,TOP_L,0.98,1
4.761,0.446,95.5,29.5,4.379,0.0,0.588,1.1714,0.05,0.1153,1.346,4.761,2.559,1.994,0.446,LOW_C,0.05,0
6.657,1.605,77.8,13.8,3.579,0.5,3.27,0.6721,0.582,0.1024,3.021,6.657,0.663,0.835,1.605,MID_R,0.7375,1
0.349,2.39,61.2,5.6,3.972,0.0,4.34,0.3467,0.7181,0.2401,3.511,0.349,6.971,0.05,2.39,TOP_L,0.99,1
5.484,0.841,64.3,8.3,4.209,0.0,1.527,0.4881,0.1311,0.1934,1.863,5.484,1.836,1.599,0.841,MID_R,0.05,0
4.848,1.818,130.0,40.0,4.251,0.0,1.914,1.166,0.05,0.08,1.33,4.848,2.472,0.622,1.818,TOP_C,0.05,0
6.56,0.299,83.1,17.0,4.648,0.5,1.923,0.7742,0.2905,0.1705,3.042,6.56,0.76,2.141,0.299,LOW_R,0.525,0
3.676,0.721,68.7,12.5,4.481,0.0,1.081,0.6901,0.0139,0.1497,0.5,3.676,3.644,1.719,0.721,LOW_C,0.05,0
4.737,0.773,93.7,6.1,2.766,0.0,2.118,0.247,0.3053,0.1554,1.166,4.737,2.583,1.667,0.773,LOW_C,0.98,1
0.477,1.506,70.6,30.7,3.269,0.0,3.173,1.6471,0.5107,0.0997,3.196,0.477,6.843,0.934,1.506,MID_L,0.2875,0
0.931,1.924,99.6,7.4,2.88,0.0,2.739,0.283,0.2997,0.1073,2.818,0.931,6.389,0.516,1.924,TOP_L,0.94,1
